year co2cumem[PgC] co2em[PgC] co2conc[ppm] T_TCRE[K] T_ESM[K]
0	0.5443	0.5443	282.3966	0.0000	0.0000
1	0.9972	0.4529	282.7952	0.0006	0.0672
2	1.5402	0.5430	283.0316	0.0013	0.0945
3	2.1925	0.6523	283.5376	0.0022	0.1284
4	2.9690	0.7765	283.7835	0.0032	0.0553
5	3.8934	0.9244	283.9442	0.0044	0.0521
6	4.9909	1.0975	284.4327	0.0059	0.0981
7	6.2867	1.2958	284.7690	0.0076	0.1039
8	7.8137	1.5270	285.4202	0.0096	0.1649
9	9.6034	1.7897	286.0294	0.0120	0.1463
10	11.6966	2.0932	286.9782	0.0147	0.1918
11	14.1307	2.4341	287.7170	0.0179	0.0676
12	16.9533	2.8226	288.5911	0.0217	0.1162
13	20.2146	3.2613	289.8076	0.0260	0.1436
14	23.9650	3.7504	290.9029	0.0309	0.0707
15	28.2643	4.2993	292.2893	0.0366	0.0762
16	33.1732	4.9089	293.7904	0.0431	0.0220
17	38.7562	5.5830	295.5130	0.0504	0.0328
18	45.0839	6.3277	297.7737	0.0588	0.1419
19	52.2232	7.1393	300.1155	0.0682	0.1432
20	60.2500	8.0268	302.7832	0.0788	0.2183
21	69.2379	8.9879	305.8394	0.0907	0.2224
22	79.2620	10.0241	309.0698	0.1039	0.1998
23	90.4000	11.1380	312.8153	0.1186	0.3037
24	102.7265	12.3265	316.7132	0.1349	0.2245
25	116.3168	13.5903	320.9611	0.1528	0.1276
26	131.2426	14.9258	325.8132	0.1725	0.2562
27	147.5704	16.3278	331.0411	0.1941	0.2404
28	165.3618	17.7914	336.8101	0.2176	0.2861
29	184.6744	19.3126	343.1972	0.2431	0.4580
30	205.5531	20.8787	349.7464	0.2706	0.3292
31	228.0376	22.4845	356.6808	0.3003	0.2724
32	252.1611	24.1235	364.3489	0.3321	0.3980
33	277.9405	25.7794	372.5631	0.3662	0.6001
34	305.3819	27.4414	381.3305	0.4024	0.5783
35	334.4744	29.0925	390.1408	0.4408	0.4660
36	365.2028	30.7284	399.6509	0.4813	0.5863
37	397.5324	32.3296	409.8678	0.5240	0.5718
38	431.4117	33.8793	420.4803	0.5687	0.6106
39	466.7793	35.3676	431.5308	0.6154	0.7122
40	503.5552	36.7759	443.1407	0.6640	0.7362
41	541.6441	38.0889	454.8695	0.7143	0.7543
42	580.9411	39.2970	466.8159	0.7661	0.8808
43	621.3281	40.3870	479.3088	0.8194	0.8765
44	662.6725	41.3444	492.0689	0.8740	0.9885
45	704.8329	42.1604	505.0031	0.9297	1.1122
46	747.6558	42.8229	518.0979	0.9862	1.1219
47	790.9817	43.3259	531.0840	1.0434	1.0234
48	834.6490	43.6673	544.4233	1.1010	1.1724
49	878.4902	43.8412	557.9837	1.1589	1.4337
50	922.3268	43.8366	570.9075	1.2168	1.3615
51	965.9933	43.6665	583.7903	1.2744	1.4303
52	1009.3196	43.3263	596.6714	1.3316	1.4831
53	1052.1410	42.8214	609.1270	1.3881	1.4599
54	1094.3019	42.1609	621.5840	1.4438	1.6148
55	1135.6450	41.3431	633.4101	1.4983	1.7514
56	1176.0280	40.3830	644.7947	1.5516	1.6461
57	1215.3220	39.2940	655.7157	1.6035	1.6532
58	1253.4059	38.0839	665.9971	1.6538	1.7375
59	1290.1775	36.7716	676.0102	1.7023	1.9338
60	1325.5409	35.3634	685.5859	1.7490	2.0103
61	1359.4138	33.8729	694.2355	1.7937	1.9424
62	1391.7332	32.3194	702.2784	1.8364	1.8167
63	1422.4526	30.7194	709.6184	1.8769	1.9729
64	1451.5372	29.0846	716.3758	1.9153	2.0511
65	1478.9660	27.4288	722.4781	1.9515	1.9949
66	1504.7334	25.7674	727.9140	1.9855	2.0235
67	1528.8437	24.1103	732.7021	2.0174	2.0569
68	1551.3171	22.4734	737.0220	2.0470	2.1362
69	1572.1820	20.8649	740.6585	2.0746	2.1814
70	1591.4763	19.2943	743.6093	2.1000	2.1910
71	1609.2490	17.7727	745.8320	2.1235	1.9946
72	1625.5564	16.3074	747.5158	2.1450	2.0623
73	1640.4604	14.9040	748.4692	2.1647	2.1339
74	1654.0299	13.5695	749.0666	2.1826	2.2619
75	1666.3371	12.3072	749.3449	2.1988	2.3016
76	1677.4527	11.1156	749.1044	2.2135	2.1998
77	1687.4544	10.0017	748.4937	2.2267	2.1156
78	1696.4203	8.9659	747.6368	2.2386	2.1055
79	1704.4249	8.0046	746.5403	2.2491	2.2564
80	1711.5415	7.1166	745.1019	2.2585	2.3352
81	1717.8449	6.3034	743.2235	2.2668	2.2203
82	1723.4078	5.5629	741.3624	2.2742	2.2357
83	1728.2957	4.8879	739.3023	2.2806	2.1817
84	1732.5734	4.2777	736.9302	2.2863	2.1199
85	1736.3053	3.7319	734.7082	2.2912	2.3012
86	1739.5422	3.2369	731.9131	2.2955	2.2310
87	1742.3409	2.7987	728.8069	2.2992	1.9684
88	1744.7553	2.4144	725.9686	2.3024	2.0258
89	1746.8281	2.0728	723.2900	2.3051	2.2123
90	1748.5969	1.7688	720.2469	2.3074	2.0960
91	1750.1035	1.5066	717.3598	2.3094	1.8729
92	1751.3815	1.2780	714.6105	2.3111	1.9526
93	1752.4597	1.0782	711.6851	2.3125	2.1288
94	1753.3656	0.9059	708.7351	2.3137	2.1091
95	1754.1242	0.7586	705.7154	2.3147	2.0058
96	1754.7576	0.6334	702.9240	2.3156	2.0193
97	1755.2825	0.5249	700.0913	2.3163	1.9338
98	1755.7170	0.4345	697.3450	2.3168	1.9118
99	1756.0747	0.3577	694.6720	2.3173	1.9276
100	1756.0648	-0.0099	691.5756	2.3173	1.9542
101	1756.0562	-0.0086	688.6709	2.3173	1.9978
102	1756.0477	-0.0085	686.0349	2.3173	2.0165
103	1756.0399	-0.0078	683.4252	2.3173	1.9421
104	1756.0328	-0.0071	680.9513	2.3172	1.9615
105	1756.0270	-0.0058	678.4583	2.3172	2.0135
106	1756.0225	-0.0045	676.2768	2.3172	2.0410
107	1756.0142	-0.0083	673.5072	2.3172	1.7686
108	1756.0076	-0.0066	670.9987	2.3172	1.7071
109	1756.0032	-0.0044	668.8070	2.3172	1.9341
110	1755.9989	-0.0043	666.6180	2.3172	1.9867
111	1755.9955	-0.0034	664.4072	2.3172	1.9067
112	1755.9919	-0.0036	662.3104	2.3172	1.9005
113	1755.9881	-0.0038	660.2683	2.3172	1.8913
114	1755.9858	-0.0023	658.2946	2.3172	1.8032
115	1755.9840	-0.0018	656.4331	2.3172	1.8217
116	1755.9804	-0.0036	654.4476	2.3172	1.7947
117	1755.9759	-0.0045	652.3135	2.3172	1.5586
118	1755.9736	-0.0023	650.2618	2.3172	1.6985
119	1755.9733	-0.0003	648.7420	2.3172	1.8059
120	1755.9721	-0.0012	647.0746	2.3172	1.6664
121	1755.9709	-0.0012	645.2211	2.3172	1.6439
122	1755.9700	-0.0009	643.6231	2.3172	1.9023
123	1755.9692	-0.0008	641.9929	2.3172	1.7511
124	1755.9688	-0.0004	640.3235	2.3172	1.6880
125	1755.9694	0.0006	638.7462	2.3172	1.7743
126	1755.9700	0.0006	637.0737	2.3172	1.7625
127	1755.9716	0.0016	635.6766	2.3172	1.7542
128	1755.9730	0.0014	634.2735	2.3172	1.8407
129	1755.9731	0.0001	632.6749	2.3172	1.7528
130	1755.9753	0.0022	631.3506	2.3172	1.8338
131	1755.9755	0.0002	629.7985	2.3172	1.8744
132	1755.9777	0.0022	628.4989	2.3172	1.8116
133	1755.9815	0.0038	627.4639	2.3172	1.7195
134	1755.9835	0.0020	626.1234	2.3172	1.6401
135	1755.9832	-0.0003	624.5747	2.3172	1.6293
136	1755.9846	0.0014	623.2038	2.3172	1.6549
137	1755.9872	0.0026	621.8892	2.3172	1.6558
138	1755.9909	0.0037	620.8220	2.3172	1.6634
139	1755.9935	0.0026	619.5272	2.3172	1.6214
140	1755.9986	0.0051	618.4756	2.3172	1.7199
141	1756.0031	0.0045	617.4515	2.3172	1.6803
142	1756.0069	0.0038	616.4775	2.3172	1.7030
143	1756.0105	0.0036	615.3965	2.3172	1.6143
144	1756.0127	0.0022	614.0675	2.3172	1.5338
145	1756.0174	0.0047	612.9338	2.3172	1.6607
146	1756.0204	0.0030	611.8442	2.3172	1.6261
147	1756.0236	0.0032	610.6652	2.3172	1.5971
148	1756.0280	0.0044	609.6617	2.3172	1.6160
